n,grp,estimate,p.value,mntc_distinv,mntc_tier2
4,x3142y1243,0.4,0.75,0.5714285714285714,"(0.5,1]"
4,x3142y1324,-0.6000000000000001,0.4166666666666667,0.047619047619047616,"(-0.001,0.5]"
4,x3142y1342,0.2,0.9166666666666666,0.6190476190476191,"(0.5,1]"
4,x3142y1423,-0.8,0.3333333333333333,0.09523809523809523,"(-0.001,0.5]"
4,x3142y1432,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x3142y2134,0.4,0.75,0.47619047619047616,"(-0.001,0.5]"
4,x3142y2143,0.8,0.3333333333333333,0.7619047619047619,"(0.5,1]"
4,x3142y2314,-0.8,0.3333333333333333,0,"(-0.001,0.5]"
4,x3142y2341,0.4,0.75,0.6666666666666666,"(0.5,1]"
4,x3142y2413,-1,0.08333333333333333,0.047619047619047616,"(-0.001,0.5]"
4,x3142y2431,-0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x3142y3124,0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x3142y3142,1,0.08333333333333333,1,"(0.5,1]"
4,x3142y3214,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x3142y3241,0.8,0.3333333333333333,0.8571428571428571,"(0.5,1]"
4,x3142y3412,-0.8,0.3333333333333333,0.2857142857142857,"(-0.001,0.5]"
4,x3142y3421,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x3142y4123,0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x3142y4132,0.8,0.3333333333333333,0.6666666666666666,"(0.5,1]"
4,x3142y4213,-0.2,0.9166666666666666,0.14285714285714285,"(-0.001,0.5]"
4,x3142y4231,0.6000000000000001,0.4166666666666667,0.5238095238095238,"(0.5,1]"
4,x3142y4312,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x3142y4321,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x3214y1234,0.2,0.9166666666666666,0.6190476190476191,"(0.5,1]"
4,x3214y1243,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x3214y1324,0.4,0.75,0.5714285714285714,"(0.5,1]"
4,x3214y1342,-0.8,0.3333333333333333,0.09523809523809523,"(-0.001,0.5]"
4,x3214y1423,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x3214y1432,-0.6000000000000001,0.4166666666666667,0.047619047619047616,"(-0.001,0.5]"
4,x3214y2134,0.4,0.75,0.6666666666666666,"(0.5,1]"
4,x3214y2143,-0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x3214y2314,0.8,0.3333333333333333,0.7619047619047619,"(0.5,1]"
4,x3214y2341,-1,0.08333333333333333,0.047619047619047616,"(-0.001,0.5]"
4,x3214y2413,0.4,0.75,0.47619047619047616,"(-0.001,0.5]"
4,x3214y2431,-0.8,0.3333333333333333,0,"(-0.001,0.5]"
4,x3214y3124,0.8,0.3333333333333333,0.8571428571428571,"(0.5,1]"
4,x3214y3142,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x3214y3214,1,0.08333333333333333,1,"(0.5,1]"
4,x3214y3241,-0.8,0.3333333333333333,0.2857142857142857,"(-0.001,0.5]"
4,x3214y3412,0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x3214y3421,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x3214y4123,0.6000000000000001,0.4166666666666667,0.5238095238095238,"(0.5,1]"
4,x3214y4132,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x3214y4213,0.8,0.3333333333333333,0.6666666666666666,"(0.5,1]"
4,x3214y4231,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x3214y4312,0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x3214y4321,-0.2,0.9166666666666666,0.14285714285714285,"(-0.001,0.5]"
4,x3241y1234,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x3241y1243,0.2,0.9166666666666666,0.6190476190476191,"(0.5,1]"
4,x3241y1324,-0.8,0.3333333333333333,0.09523809523809523,"(-0.001,0.5]"
4,x3241y1342,0.4,0.75,0.5714285714285714,"(0.5,1]"
4,x3241y1423,-0.6000000000000001,0.4166666666666667,0.047619047619047616,"(-0.001,0.5]"
4,x3241y1432,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x3241y2134,-0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x3241y2143,0.4,0.75,0.6666666666666666,"(0.5,1]"
4,x3241y2314,-1,0.08333333333333333,0.047619047619047616,"(-0.001,0.5]"
4,x3241y2341,0.8,0.3333333333333333,0.7619047619047619,"(0.5,1]"
4,x3241y2413,-0.8,0.3333333333333333,0,"(-0.001,0.5]"
4,x3241y2431,0.4,0.75,0.47619047619047616,"(-0.001,0.5]"
4,x3241y3124,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x3241y3142,0.8,0.3333333333333333,0.8571428571428571,"(0.5,1]"
4,x3241y3214,-0.8,0.3333333333333333,0.2857142857142857,"(-0.001,0.5]"
4,x3241y3241,1,0.08333333333333333,1,"(0.5,1]"
4,x3241y3412,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x3241y3421,0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x3241y4123,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x3241y4132,0.6000000000000001,0.4166666666666667,0.5238095238095238,"(0.5,1]"
4,x3241y4213,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x3241y4231,0.8,0.3333333333333333,0.6666666666666666,"(0.5,1]"
4,x3241y4312,-0.2,0.9166666666666666,0.14285714285714285,"(-0.001,0.5]"
4,x3241y4321,0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x3412y1234,-0.6000000000000001,0.4166666666666667,0.047619047619047616,"(-0.001,0.5]"
4,x3412y1243,-0.8,0.3333333333333333,0.09523809523809523,"(-0.001,0.5]"
4,x3412y1324,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x3412y1342,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x3412y1423,0.4,0.75,0.5714285714285714,"(0.5,1]"
4,x3412y1432,0.2,0.9166666666666666,0.6190476190476191,"(0.5,1]"
4,x3412y2134,-0.8,0.3333333333333333,0,"(-0.001,0.5]"
4,x3412y2143,-1,0.08333333333333333,0.047619047619047616,"(-0.001,0.5]"
4,x3412y2314,0.4,0.75,0.47619047619047616,"(-0.001,0.5]"
4,x3412y2341,-0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x3412y2413,0.8,0.3333333333333333,0.7619047619047619,"(0.5,1]"
4,x3412y2431,0.4,0.75,0.6666666666666666,"(0.5,1]"
4,x3412y3124,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x3412y3142,-0.8,0.3333333333333333,0.2857142857142857,"(-0.001,0.5]"
4,x3412y3214,0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x3412y3241,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x3412y3412,1,0.08333333333333333,1,"(0.5,1]"
4,x3412y3421,0.8,0.3333333333333333,0.8571428571428571,"(0.5,1]"
4,x3412y4123,-0.2,0.9166666666666666,0.14285714285714285,"(-0.001,0.5]"
4,x3412y4132,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x3412y4213,0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x3412y4231,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x3412y4312,0.8,0.3333333333333333,0.6666666666666666,"(0.5,1]"
4,x3412y4321,0.6000000000000001,0.4166666666666667,0.5238095238095238,"(0.5,1]"
4,x3421y1234,-0.8,0.3333333333333333,0.09523809523809523,"(-0.001,0.5]"
4,x3421y1243,-0.6000000000000001,0.4166666666666667,0.047619047619047616,"(-0.001,0.5]"
4,x3421y1324,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x3421y1342,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x3421y1423,0.2,0.9166666666666666,0.6190476190476191,"(0.5,1]"
4,x3421y1432,0.4,0.75,0.5714285714285714,"(0.5,1]"
4,x3421y2134,-1,0.08333333333333333,0.047619047619047616,"(-0.001,0.5]"
4,x3421y2143,-0.8,0.3333333333333333,0,"(-0.001,0.5]"
4,x3421y2314,-0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x3421y2341,0.4,0.75,0.47619047619047616,"(-0.001,0.5]"
4,x3421y2413,0.4,0.75,0.6666666666666666,"(0.5,1]"
4,x3421y2431,0.8,0.3333333333333333,0.7619047619047619,"(0.5,1]"
4,x3421y3124,-0.8,0.3333333333333333,0.2857142857142857,"(-0.001,0.5]"
4,x3421y3142,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x3421y3214,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x3421y3241,0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x3421y3412,0.8,0.3333333333333333,0.8571428571428571,"(0.5,1]"
4,x3421y3421,1,0.08333333333333333,1,"(0.5,1]"
4,x3421y4123,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x3421y4132,-0.2,0.9166666666666666,0.14285714285714285,"(-0.001,0.5]"
4,x3421y4213,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x3421y4231,0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x3421y4312,0.6000000000000001,0.4166666666666667,0.5238095238095238,"(0.5,1]"
4,x3421y4321,0.8,0.3333333333333333,0.6666666666666666,"(0.5,1]"
4,x4123y1234,-0.2,0.9166666666666666,0.14285714285714285,"(-0.001,0.5]"
4,x4123y1243,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x4123y1324,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x4123y1342,-0.8,0.3333333333333333,0,"(-0.001,0.5]"
4,x4123y1423,-0.8,0.3333333333333333,0.2857142857142857,"(-0.001,0.5]"
4,x4123y1432,-1,0.08333333333333333,0.047619047619047616,"(-0.001,0.5]"
4,x4123y2134,0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x4123y2143,0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x4123y2314,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x4123y2341,-0.6000000000000001,0.4166666666666667,0.047619047619047616,"(-0.001,0.5]"
4,x4123y2413,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x4123y2431,-0.8,0.3333333333333333,0.09523809523809523,"(-0.001,0.5]"
4,x4123y3124,0.8,0.3333333333333333,0.6666666666666666,"(0.5,1]"
4,x4123y3142,0.4,0.75,0.47619047619047616,"(-0.001,0.5]"
4,x4123y3214,0.6000000000000001,0.4166666666666667,0.5238095238095238,"(0.5,1]"
4,x4123y3241,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x4123y3412,-0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x4123y3421,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x4123y4123,1,0.08333333333333333,1,"(0.5,1]"
4,x4123y4132,0.8,0.3333333333333333,0.7619047619047619,"(0.5,1]"
4,x4123y4213,0.8,0.3333333333333333,0.8571428571428571,"(0.5,1]"
4,x4123y4231,0.4,0.75,0.5714285714285714,"(0.5,1]"
4,x4123y4312,0.4,0.75,0.6666666666666666,"(0.5,1]"
4,x4123y4321,0.2,0.9166666666666666,0.6190476190476191,"(0.5,1]"
4,x4132y1234,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x4132y1243,-0.2,0.9166666666666666,0.14285714285714285,"(-0.001,0.5]"
4,x4132y1324,-0.8,0.3333333333333333,0,"(-0.001,0.5]"
4,x4132y1342,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x4132y1423,-1,0.08333333333333333,0.047619047619047616,"(-0.001,0.5]"
4,x4132y1432,-0.8,0.3333333333333333,0.2857142857142857,"(-0.001,0.5]"
4,x4132y2134,0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x4132y2143,0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x4132y2314,-0.6000000000000001,0.4166666666666667,0.047619047619047616,"(-0.001,0.5]"
4,x4132y2341,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x4132y2413,-0.8,0.3333333333333333,0.09523809523809523,"(-0.001,0.5]"
4,x4132y2431,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x4132y3124,0.4,0.75,0.47619047619047616,"(-0.001,0.5]"
4,x4132y3142,0.8,0.3333333333333333,0.6666666666666666,"(0.5,1]"
4,x4132y3214,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x4132y3241,0.6000000000000001,0.4166666666666667,0.5238095238095238,"(0.5,1]"
4,x4132y3412,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x4132y3421,-0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x4132y4123,0.8,0.3333333333333333,0.7619047619047619,"(0.5,1]"
4,x4132y4132,1,0.08333333333333333,1,"(0.5,1]"
4,x4132y4213,0.4,0.75,0.5714285714285714,"(0.5,1]"
4,x4132y4231,0.8,0.3333333333333333,0.8571428571428571,"(0.5,1]"
4,x4132y4312,0.2,0.9166666666666666,0.6190476190476191,"(0.5,1]"
4,x4132y4321,0.4,0.75,0.6666666666666666,"(0.5,1]"
4,x4213y1234,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x4213y1243,-0.8,0.3333333333333333,0.2857142857142857,"(-0.001,0.5]"
4,x4213y1324,-0.2,0.9166666666666666,0.14285714285714285,"(-0.001,0.5]"
4,x4213y1342,-1,0.08333333333333333,0.047619047619047616,"(-0.001,0.5]"
4,x4213y1423,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x4213y1432,-0.8,0.3333333333333333,0,"(-0.001,0.5]"
4,x4213y2134,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x4213y2143,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x4213y2314,0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x4213y2341,-0.8,0.3333333333333333,0.09523809523809523,"(-0.001,0.5]"
4,x4213y2413,0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x4213y2431,-0.6000000000000001,0.4166666666666667,0.047619047619047616,"(-0.001,0.5]"
4,x4213y3124,0.6000000000000001,0.4166666666666667,0.5238095238095238,"(0.5,1]"
4,x4213y3142,-0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x4213y3214,0.8,0.3333333333333333,0.6666666666666666,"(0.5,1]"
4,x4213y3241,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x4213y3412,0.4,0.75,0.47619047619047616,"(-0.001,0.5]"
4,x4213y3421,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x4213y4123,0.8,0.3333333333333333,0.8571428571428571,"(0.5,1]"
4,x4213y4132,0.4,0.75,0.6666666666666666,"(0.5,1]"
4,x4213y4213,1,0.08333333333333333,1,"(0.5,1]"
4,x4213y4231,0.2,0.9166666666666666,0.6190476190476191,"(0.5,1]"
4,x4213y4312,0.8,0.3333333333333333,0.7619047619047619,"(0.5,1]"
4,x4213y4321,0.4,0.75,0.5714285714285714,"(0.5,1]"
4,x4231y1234,-0.8,0.3333333333333333,0.2857142857142857,"(-0.001,0.5]"
4,x4231y1243,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x4231y1324,-1,0.08333333333333333,0.047619047619047616,"(-0.001,0.5]"
4,x4231y1342,-0.2,0.9166666666666666,0.14285714285714285,"(-0.001,0.5]"
4,x4231y1423,-0.8,0.3333333333333333,0,"(-0.001,0.5]"
4,x4231y1432,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x4231y2134,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x4231y2143,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x4231y2314,-0.8,0.3333333333333333,0.09523809523809523,"(-0.001,0.5]"
4,x4231y2341,0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x4231y2413,-0.6000000000000001,0.4166666666666667,0.047619047619047616,"(-0.001,0.5]"
4,x4231y2431,0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x4231y3124,-0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x4231y3142,0.6000000000000001,0.4166666666666667,0.5238095238095238,"(0.5,1]"
4,x4231y3214,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x4231y3241,0.8,0.3333333333333333,0.6666666666666666,"(0.5,1]"
4,x4231y3412,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x4231y3421,0.4,0.75,0.47619047619047616,"(-0.001,0.5]"
4,x4231y4123,0.4,0.75,0.6666666666666666,"(0.5,1]"
4,x4231y4132,0.8,0.3333333333333333,0.8571428571428571,"(0.5,1]"
4,x4231y4213,0.2,0.9166666666666666,0.6190476190476191,"(0.5,1]"
4,x4231y4231,1,0.08333333333333333,1,"(0.5,1]"
4,x4231y4312,0.4,0.75,0.5714285714285714,"(0.5,1]"
4,x4231y4321,0.8,0.3333333333333333,0.7619047619047619,"(0.5,1]"
4,x4312y1234,-0.8,0.3333333333333333,0,"(-0.001,0.5]"
4,x4312y1243,-1,0.08333333333333333,0.047619047619047616,"(-0.001,0.5]"
4,x4312y1324,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x4312y1342,-0.8,0.3333333333333333,0.2857142857142857,"(-0.001,0.5]"
4,x4312y1423,-0.2,0.9166666666666666,0.14285714285714285,"(-0.001,0.5]"
4,x4312y1432,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x4312y2134,-0.6000000000000001,0.4166666666666667,0.047619047619047616,"(-0.001,0.5]"
4,x4312y2143,-0.8,0.3333333333333333,0.09523809523809523,"(-0.001,0.5]"
4,x4312y2314,0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x4312y2341,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x4312y2413,0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x4312y2431,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x4312y3124,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x4312y3142,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x4312y3214,0.4,0.75,0.47619047619047616,"(-0.001,0.5]"
4,x4312y3241,-0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x4312y3412,0.8,0.3333333333333333,0.6666666666666666,"(0.5,1]"
4,x4312y3421,0.6000000000000001,0.4166666666666667,0.5238095238095238,"(0.5,1]"
4,x4312y4123,0.4,0.75,0.5714285714285714,"(0.5,1]"
4,x4312y4132,0.2,0.9166666666666666,0.6190476190476191,"(0.5,1]"
4,x4312y4213,0.8,0.3333333333333333,0.7619047619047619,"(0.5,1]"
4,x4312y4231,0.4,0.75,0.6666666666666666,"(0.5,1]"
4,x4312y4312,1,0.08333333333333333,1,"(0.5,1]"
4,x4312y4321,0.8,0.3333333333333333,0.8571428571428571,"(0.5,1]"
4,x4321y1234,-1,0.08333333333333333,0.047619047619047616,"(-0.001,0.5]"
4,x4321y1243,-0.8,0.3333333333333333,0,"(-0.001,0.5]"
4,x4321y1324,-0.8,0.3333333333333333,0.2857142857142857,"(-0.001,0.5]"
4,x4321y1342,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x4321y1423,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x4321y1432,-0.2,0.9166666666666666,0.14285714285714285,"(-0.001,0.5]"
4,x4321y2134,-0.8,0.3333333333333333,0.09523809523809523,"(-0.001,0.5]"
4,x4321y2143,-0.6000000000000001,0.4166666666666667,0.047619047619047616,"(-0.001,0.5]"
4,x4321y2314,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x4321y2341,0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x4321y2413,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x4321y2431,0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x4321y3124,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x4321y3142,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x4321y3214,-0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x4321y3241,0.4,0.75,0.47619047619047616,"(-0.001,0.5]"
4,x4321y3412,0.6000000000000001,0.4166666666666667,0.5238095238095238,"(0.5,1]"
4,x4321y3421,0.8,0.3333333333333333,0.6666666666666666,"(0.5,1]"
4,x4321y4123,0.2,0.9166666666666666,0.6190476190476191,"(0.5,1]"
4,x4321y4132,0.4,0.75,0.5714285714285714,"(0.5,1]"
4,x4321y4213,0.4,0.75,0.6666666666666666,"(0.5,1]"
4,x4321y4231,0.8,0.3333333333333333,0.7619047619047619,"(0.5,1]"
4,x4321y4312,0.8,0.3333333333333333,0.8571428571428571,"(0.5,1]"
4,x4321y4321,1,0.08333333333333333,1,"(0.5,1]"
5,x12345y12345,0.9999999999999998,0.016666666666666666,1,"(0.5,1]"
5,x12345y12354,0.8999999999999998,0.08333333333333333,0.7749999999999999,"(0.5,1]"
5,x12345y12435,0.8999999999999998,0.08333333333333333,0.825,"(0.5,1]"
5,x12345y12453,0.6999999999999998,0.23333333333333334,0.575,"(0.5,1]"
5,x12345y12534,0.6999999999999998,0.23333333333333334,0.625,"(0.5,1]"
5,x12345y12543,0.5999999999999999,0.35,0.6000000000000001,"(0.5,1]"
5,x12345y13245,0.8999999999999998,0.08333333333333333,0.875,"(0.5,1]"
5,x12345y13254,0.7999999999999998,0.13333333333333333,0.6499999999999999,"(0.5,1]"
5,x12345y13425,0.6999999999999998,0.23333333333333334,0.675,"(0.5,1]"
5,x12345y13452,0.3999999999999999,0.5166666666666667,0.3999999999999999,"(-0.001,0.5]"
5,x12345y13524,0.4999999999999999,0.45,0.4750000000000001,"(-0.001,0.5]"
5,x12345y13542,0.29999999999999993,0.6833333333333333,0.42500000000000004,"(-0.001,0.5]"
5,x12345y14235,0.6999999999999998,0.23333333333333334,0.7250000000000001,"(0.5,1]"
5,x12345y14253,0.4999999999999999,0.45,0.4750000000000001,"(-0.001,0.5]"
5,x12345y14325,0.5999999999999999,0.35,0.7,"(0.5,1]"
5,x12345y14352,0.29999999999999993,0.6833333333333333,0.42500000000000004,"(-0.001,0.5]"
5,x12345y14523,0.19999999999999996,0.7833333333333333,0.30000000000000004,"(-0.001,0.5]"
5,x12345y14532,0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x12345y15234,0.3999999999999999,0.5166666666666667,0.55,"(0.5,1]"
5,x12345y15243,0.29999999999999993,0.6833333333333333,0.5249999999999999,"(0.5,1]"
5,x12345y15324,0.29999999999999993,0.6833333333333333,0.5249999999999999,"(0.5,1]"
5,x12345y15342,0.09999999999999998,0.95,0.4750000000000001,"(-0.001,0.5]"
5,x12345y15423,0.09999999999999998,0.95,0.32499999999999996,"(-0.001,0.5]"
5,x12345y15432,0,1,0.30000000000000004,"(-0.001,0.5]"
5,x12345y21345,0.8999999999999998,0.08333333333333333,0.925,"(0.5,1]"
5,x12345y21354,0.7999999999999998,0.13333333333333333,0.7,"(0.5,1]"
5,x12345y21435,0.7999999999999998,0.13333333333333333,0.75,"(0.5,1]"
5,x12345y21453,0.5999999999999999,0.35,0.5,"(-0.001,0.5]"
5,x12345y21534,0.5999999999999999,0.35,0.55,"(0.5,1]"
5,x12345y21543,0.4999999999999999,0.45,0.5249999999999999,"(0.5,1]"
5,x12345y23145,0.6999999999999998,0.23333333333333334,0.7749999999999999,"(0.5,1]"
5,x12345y23154,0.5999999999999999,0.35,0.55,"(0.5,1]"
5,x12345y23415,0.3999999999999999,0.5166666666666667,0.55,"(0.5,1]"
5,x12345y23451,0,1,0.25,"(-0.001,0.5]"
5,x12345y23514,0.19999999999999996,0.7833333333333333,0.3500000000000001,"(-0.001,0.5]"
5,x12345y23541,-0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x12345y24135,0.4999999999999999,0.45,0.625,"(0.5,1]"
5,x12345y24153,0.29999999999999993,0.6833333333333333,0.375,"(-0.001,0.5]"
5,x12345y24315,0.29999999999999993,0.6833333333333333,0.575,"(0.5,1]"
5,x12345y24351,-0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x12345y24513,-0.09999999999999998,0.95,0.17500000000000004,"(-0.001,0.5]"
5,x12345y24531,-0.29999999999999993,0.6833333333333333,0.125,"(-0.001,0.5]"
5,x12345y25134,0.19999999999999996,0.7833333333333333,0.44999999999999996,"(-0.001,0.5]"
5,x12345y25143,0.09999999999999998,0.95,0.42500000000000004,"(-0.001,0.5]"
5,x12345y25314,0,1,0.3999999999999999,"(-0.001,0.5]"
5,x12345y25341,-0.29999999999999993,0.6833333333333333,0.32499999999999996,"(-0.001,0.5]"
5,x12345y25413,-0.19999999999999996,0.7833333333333333,0.19999999999999996,"(-0.001,0.5]"
5,x12345y25431,-0.3999999999999999,0.5166666666666667,0.1499999999999999,"(-0.001,0.5]"
5,x12345y31245,0.6999999999999998,0.23333333333333334,0.825,"(0.5,1]"
5,x12345y31254,0.5999999999999999,0.35,0.6000000000000001,"(0.5,1]"
5,x12345y31425,0.4999999999999999,0.45,0.625,"(0.5,1]"
5,x12345y31452,0.19999999999999996,0.7833333333333333,0.3500000000000001,"(-0.001,0.5]"
5,x12345y31524,0.29999999999999993,0.6833333333333333,0.42500000000000004,"(-0.001,0.5]"
5,x12345y31542,0.09999999999999998,0.95,0.375,"(-0.001,0.5]"
5,x12345y32145,0.5999999999999999,0.35,0.8,"(0.5,1]"
5,x12345y32154,0.4999999999999999,0.45,0.575,"(0.5,1]"
5,x12345y32415,0.29999999999999993,0.6833333333333333,0.575,"(0.5,1]"
5,x12345y32451,-0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x12345y32514,0.09999999999999998,0.95,0.375,"(-0.001,0.5]"
5,x12345y32541,-0.19999999999999996,0.7833333333333333,0.30000000000000004,"(-0.001,0.5]"
5,x12345y34125,0.19999999999999996,0.7833333333333333,0.5,"(-0.001,0.5]"
5,x12345y34152,-0.09999999999999998,0.95,0.2250000000000001,"(-0.001,0.5]"
5,x12345y34215,0.09999999999999998,0.95,0.4750000000000001,"(-0.001,0.5]"
5,x12345y34251,-0.29999999999999993,0.6833333333333333,0.17500000000000004,"(-0.001,0.5]"
5,x12345y34512,-0.4999999999999999,0.45,0.025000000000000022,"(-0.001,0.5]"
5,x12345y34521,-0.5999999999999999,0.35,0,"(-0.001,0.5]"
5,x12345y35124,-0.09999999999999998,0.95,0.32499999999999996,"(-0.001,0.5]"
5,x12345y35142,-0.29999999999999993,0.6833333333333333,0.2749999999999999,"(-0.001,0.5]"
5,x12345y35214,-0.19999999999999996,0.7833333333333333,0.30000000000000004,"(-0.001,0.5]"
5,x12345y35241,-0.4999999999999999,0.45,0.2250000000000001,"(-0.001,0.5]"
5,x12345y35412,-0.5999999999999999,0.35,0.050000000000000044,"(-0.001,0.5]"
5,x12345y35421,-0.6999999999999998,0.23333333333333334,0.025000000000000022,"(-0.001,0.5]"
5,x12345y41235,0.3999999999999999,0.5166666666666667,0.7,"(0.5,1]"
5,x12345y41253,0.19999999999999996,0.7833333333333333,0.44999999999999996,"(-0.001,0.5]"
5,x12345y41325,0.29999999999999993,0.6833333333333333,0.675,"(0.5,1]"
