n,grp,estimate,p.value,mntc_distinv,mntc_tier2
5,x34152y31524,-0.8999999999999998,0.08333333333333333,0.125,"(-0.001,0.5]"
5,x34152y31542,-0.29999999999999993,0.6833333333333333,0.4750000000000001,"(-0.001,0.5]"
5,x34152y32145,0.29999999999999993,0.6833333333333333,0.5249999999999999,"(0.5,1]"
5,x34152y32154,0.5999999999999999,0.35,0.7,"(0.5,1]"
5,x34152y32415,-0.8999999999999998,0.08333333333333333,0.07499999999999996,"(-0.001,0.5]"
5,x34152y32451,0.29999999999999993,0.6833333333333333,0.675,"(0.5,1]"
5,x34152y32514,-0.9999999999999998,0.016666666666666666,0.09999999999999998,"(-0.001,0.5]"
5,x34152y32541,-0.09999999999999998,0.95,0.5249999999999999,"(0.5,1]"
5,x34152y34125,0.09999999999999998,0.95,0.4750000000000001,"(-0.001,0.5]"
5,x34152y34152,0.9999999999999998,0.016666666666666666,1,"(0.5,1]"
5,x34152y34215,-0.29999999999999993,0.6833333333333333,0.32499999999999996,"(-0.001,0.5]"
5,x34152y34251,0.8999999999999998,0.08333333333333333,0.925,"(0.5,1]"
5,x34152y34512,-0.5999999999999999,0.35,0.3999999999999999,"(-0.001,0.5]"
5,x34152y34521,-0.29999999999999993,0.6833333333333333,0.4750000000000001,"(-0.001,0.5]"
5,x34152y35124,0.29999999999999993,0.6833333333333333,0.42500000000000004,"(-0.001,0.5]"
5,x34152y35142,0.8999999999999998,0.08333333333333333,0.7749999999999999,"(0.5,1]"
5,x34152y35214,-0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x34152y35241,0.7999999999999998,0.13333333333333333,0.7,"(0.5,1]"
5,x34152y35412,-0.29999999999999993,0.6833333333333333,0.32499999999999996,"(-0.001,0.5]"
5,x34152y35421,0,1,0.3999999999999999,"(-0.001,0.5]"
5,x34152y41235,-0.19999999999999996,0.7833333333333333,0.19999999999999996,"(-0.001,0.5]"
5,x34152y41253,0.3999999999999999,0.5166666666666667,0.55,"(0.5,1]"
5,x34152y41325,-0.5999999999999999,0.35,0.050000000000000044,"(-0.001,0.5]"
5,x34152y41352,0.29999999999999993,0.6833333333333333,0.575,"(0.5,1]"
5,x34152y41523,-0.7999999999999998,0.13333333333333333,0.09999999999999998,"(-0.001,0.5]"
5,x34152y41532,-0.4999999999999999,0.45,0.2749999999999999,"(-0.001,0.5]"
5,x34152y42135,0.09999999999999998,0.95,0.32499999999999996,"(-0.001,0.5]"
5,x34152y42153,0.6999999999999998,0.23333333333333334,0.675,"(0.5,1]"
5,x34152y42315,-0.6999999999999998,0.23333333333333334,0.025000000000000022,"(-0.001,0.5]"
5,x34152y42351,0.4999999999999999,0.45,0.625,"(0.5,1]"
5,x34152y42513,-0.8999999999999998,0.08333333333333333,0.07499999999999996,"(-0.001,0.5]"
5,x34152y42531,-0.29999999999999993,0.6833333333333333,0.32499999999999996,"(-0.001,0.5]"
5,x34152y43125,0,1,0.30000000000000004,"(-0.001,0.5]"
5,x34152y43152,0.8999999999999998,0.08333333333333333,0.825,"(0.5,1]"
5,x34152y43215,-0.3999999999999999,0.5166666666666667,0.1499999999999999,"(-0.001,0.5]"
5,x34152y43251,0.7999999999999998,0.13333333333333333,0.75,"(0.5,1]"
5,x34152y43512,-0.6999999999999998,0.23333333333333334,0.2250000000000001,"(-0.001,0.5]"
5,x34152y43521,-0.3999999999999999,0.5166666666666667,0.30000000000000004,"(-0.001,0.5]"
5,x34152y45123,0.3999999999999999,0.5166666666666667,0.3999999999999999,"(-0.001,0.5]"
5,x34152y45132,0.6999999999999998,0.23333333333333334,0.575,"(0.5,1]"
5,x34152y45213,0,1,0.25,"(-0.001,0.5]"
5,x34152y45231,0.5999999999999999,0.35,0.5,"(-0.001,0.5]"
5,x34152y45312,-0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x34152y45321,0.19999999999999996,0.7833333333333333,0.3500000000000001,"(-0.001,0.5]"
5,x34152y51234,-0.09999999999999998,0.95,0.17500000000000004,"(-0.001,0.5]"
5,x34152y51243,0.19999999999999996,0.7833333333333333,0.3500000000000001,"(-0.001,0.5]"
5,x34152y51324,-0.4999999999999999,0.45,0.025000000000000022,"(-0.001,0.5]"
5,x34152y51342,0.09999999999999998,0.95,0.375,"(-0.001,0.5]"
5,x34152y51423,-0.5999999999999999,0.35,0.050000000000000044,"(-0.001,0.5]"
5,x34152y51432,-0.29999999999999993,0.6833333333333333,0.2250000000000001,"(-0.001,0.5]"
5,x34152y52134,0.19999999999999996,0.7833333333333333,0.30000000000000004,"(-0.001,0.5]"
5,x34152y52143,0.4999999999999999,0.45,0.4750000000000001,"(-0.001,0.5]"
5,x34152y52314,-0.5999999999999999,0.35,0,"(-0.001,0.5]"
5,x34152y52341,0.29999999999999993,0.6833333333333333,0.42500000000000004,"(-0.001,0.5]"
5,x34152y52413,-0.6999999999999998,0.23333333333333334,0.025000000000000022,"(-0.001,0.5]"
5,x34152y52431,-0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x34152y53124,0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x34152y53142,0.6999999999999998,0.23333333333333334,0.625,"(0.5,1]"
5,x34152y53214,-0.29999999999999993,0.6833333333333333,0.125,"(-0.001,0.5]"
5,x34152y53241,0.5999999999999999,0.35,0.55,"(0.5,1]"
5,x34152y53412,-0.4999999999999999,0.45,0.17500000000000004,"(-0.001,0.5]"
5,x34152y53421,-0.19999999999999996,0.7833333333333333,0.25,"(-0.001,0.5]"
5,x34152y54123,0.29999999999999993,0.6833333333333333,0.42500000000000004,"(-0.001,0.5]"
5,x34152y54132,0.5999999999999999,0.35,0.6000000000000001,"(0.5,1]"
5,x34152y54213,-0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x34152y54231,0.4999999999999999,0.45,0.5249999999999999,"(0.5,1]"
5,x34152y54312,-0.19999999999999996,0.7833333333333333,0.30000000000000004,"(-0.001,0.5]"
5,x34152y54321,0.09999999999999998,0.95,0.375,"(-0.001,0.5]"
5,x34215y12345,0.09999999999999998,0.95,0.5249999999999999,"(0.5,1]"
5,x34215y12354,-0.29999999999999993,0.6833333333333333,0.375,"(-0.001,0.5]"
5,x34215y12435,0.19999999999999996,0.7833333333333333,0.5,"(-0.001,0.5]"
5,x34215y12453,-0.5999999999999999,0.35,0.19999999999999996,"(-0.001,0.5]"
5,x34215y12534,-0.09999999999999998,0.95,0.32499999999999996,"(-0.001,0.5]"
5,x34215y12543,-0.4999999999999999,0.45,0.17500000000000004,"(-0.001,0.5]"
5,x34215y13245,0.29999999999999993,0.6833333333333333,0.675,"(0.5,1]"
5,x34215y13254,-0.09999999999999998,0.95,0.5249999999999999,"(0.5,1]"
5,x34215y13425,0.4999999999999999,0.45,0.625,"(0.5,1]"
5,x34215y13452,-0.6999999999999998,0.23333333333333334,0.17500000000000004,"(-0.001,0.5]"
5,x34215y13524,0.19999999999999996,0.7833333333333333,0.44999999999999996,"(-0.001,0.5]"
5,x34215y13542,-0.5999999999999999,0.35,0.1499999999999999,"(-0.001,0.5]"
5,x34215y14235,0.5999999999999999,0.35,0.8,"(0.5,1]"
5,x34215y14253,-0.19999999999999996,0.7833333333333333,0.5,"(-0.001,0.5]"
5,x34215y14325,0.6999999999999998,0.23333333333333334,0.7749999999999999,"(0.5,1]"
5,x34215y14352,-0.4999999999999999,0.45,0.32499999999999996,"(-0.001,0.5]"
5,x34215y14523,0.09999999999999998,0.95,0.42500000000000004,"(-0.001,0.5]"
5,x34215y14532,-0.29999999999999993,0.6833333333333333,0.2749999999999999,"(-0.001,0.5]"
5,x34215y15234,0.4999999999999999,0.45,0.575,"(0.5,1]"
5,x34215y15243,0.09999999999999998,0.95,0.42500000000000004,"(-0.001,0.5]"
5,x34215y15324,0.5999999999999999,0.35,0.55,"(0.5,1]"
5,x34215y15342,-0.19999999999999996,0.7833333333333333,0.25,"(-0.001,0.5]"
5,x34215y15423,0.29999999999999993,0.6833333333333333,0.375,"(-0.001,0.5]"
5,x34215y15432,-0.09999999999999998,0.95,0.2250000000000001,"(-0.001,0.5]"
5,x34215y21345,0,1,0.5,"(-0.001,0.5]"
5,x34215y21354,-0.3999999999999999,0.5166666666666667,0.3500000000000001,"(-0.001,0.5]"
5,x34215y21435,0.09999999999999998,0.95,0.4750000000000001,"(-0.001,0.5]"
5,x34215y21453,-0.6999999999999998,0.23333333333333334,0.17500000000000004,"(-0.001,0.5]"
5,x34215y21534,-0.19999999999999996,0.7833333333333333,0.30000000000000004,"(-0.001,0.5]"
5,x34215y21543,-0.5999999999999999,0.35,0.1499999999999999,"(-0.001,0.5]"
5,x34215y23145,0.3999999999999999,0.5166666666666667,0.7,"(0.5,1]"
5,x34215y23154,0,1,0.55,"(0.5,1]"
5,x34215y23415,0.6999999999999998,0.23333333333333334,0.7250000000000001,"(0.5,1]"
5,x34215y23451,-0.8999999999999998,0.08333333333333333,0.125,"(-0.001,0.5]"
5,x34215y23514,0.3999999999999999,0.5166666666666667,0.55,"(0.5,1]"
5,x34215y23541,-0.7999999999999998,0.13333333333333333,0.09999999999999998,"(-0.001,0.5]"
5,x34215y24135,0.6999999999999998,0.23333333333333334,0.825,"(0.5,1]"
5,x34215y24153,-0.09999999999999998,0.95,0.5249999999999999,"(0.5,1]"
5,x34215y24315,0.8999999999999998,0.08333333333333333,0.875,"(0.5,1]"
5,x34215y24351,-0.6999999999999998,0.23333333333333334,0.2749999999999999,"(-0.001,0.5]"
5,x34215y24513,0.29999999999999993,0.6833333333333333,0.5249999999999999,"(0.5,1]"
5,x34215y24531,-0.4999999999999999,0.45,0.2250000000000001,"(-0.001,0.5]"
5,x34215y25134,0.5999999999999999,0.35,0.6000000000000001,"(0.5,1]"
5,x34215y25143,0.19999999999999996,0.7833333333333333,0.44999999999999996,"(-0.001,0.5]"
5,x34215y25314,0.7999999999999998,0.13333333333333333,0.6499999999999999,"(0.5,1]"
5,x34215y25341,-0.3999999999999999,0.5166666666666667,0.19999999999999996,"(-0.001,0.5]"
5,x34215y25413,0.4999999999999999,0.45,0.4750000000000001,"(-0.001,0.5]"
5,x34215y25431,-0.29999999999999993,0.6833333333333333,0.17500000000000004,"(-0.001,0.5]"
5,x34215y31245,0.09999999999999998,0.95,0.625,"(0.5,1]"
5,x34215y31254,-0.29999999999999993,0.6833333333333333,0.4750000000000001,"(-0.001,0.5]"
5,x34215y31425,0.29999999999999993,0.6833333333333333,0.575,"(0.5,1]"
5,x34215y31452,-0.8999999999999998,0.08333333333333333,0.125,"(-0.001,0.5]"
5,x34215y31524,0,1,0.3999999999999999,"(-0.001,0.5]"
5,x34215y31542,-0.7999999999999998,0.13333333333333333,0.09999999999999998,"(-0.001,0.5]"
5,x34215y32145,0.29999999999999993,0.6833333333333333,0.675,"(0.5,1]"
5,x34215y32154,-0.09999999999999998,0.95,0.5249999999999999,"(0.5,1]"
5,x34215y32415,0.5999999999999999,0.35,0.7,"(0.5,1]"
5,x34215y32451,-0.9999999999999998,0.016666666666666666,0.09999999999999998,"(-0.001,0.5]"
5,x34215y32514,0.29999999999999993,0.6833333333333333,0.5249999999999999,"(0.5,1]"
5,x34215y32541,-0.8999999999999998,0.08333333333333333,0.07499999999999996,"(-0.001,0.5]"
5,x34215y34125,0.8999999999999998,0.08333333333333333,0.925,"(0.5,1]"
5,x34215y34152,-0.29999999999999993,0.6833333333333333,0.4750000000000001,"(-0.001,0.5]"
5,x34215y34215,0.9999999999999998,0.016666666666666666,1,"(0.5,1]"
5,x34215y34251,-0.5999999999999999,0.35,0.3999999999999999,"(-0.001,0.5]"
5,x34215y34512,0.09999999999999998,0.95,0.4750000000000001,"(-0.001,0.5]"
5,x34215y34521,-0.29999999999999993,0.6833333333333333,0.32499999999999996,"(-0.001,0.5]"
5,x34215y35124,0.7999999999999998,0.13333333333333333,0.7,"(0.5,1]"
5,x34215y35142,0,1,0.3999999999999999,"(-0.001,0.5]"
5,x34215y35214,0.8999999999999998,0.08333333333333333,0.7749999999999999,"(0.5,1]"
5,x34215y35241,-0.29999999999999993,0.6833333333333333,0.32499999999999996,"(-0.001,0.5]"
5,x34215y35412,0.29999999999999993,0.6833333333333333,0.42500000000000004,"(-0.001,0.5]"
5,x34215y35421,-0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x34215y41235,0.29999999999999993,0.6833333333333333,0.575,"(0.5,1]"
5,x34215y41253,-0.4999999999999999,0.45,0.2749999999999999,"(-0.001,0.5]"
5,x34215y41325,0.3999999999999999,0.5166666666666667,0.55,"(0.5,1]"
5,x34215y41352,-0.7999999999999998,0.13333333333333333,0.09999999999999998,"(-0.001,0.5]"
5,x34215y41523,-0.19999999999999996,0.7833333333333333,0.19999999999999996,"(-0.001,0.5]"
5,x34215y41532,-0.5999999999999999,0.35,0.050000000000000044,"(-0.001,0.5]"
5,x34215y42135,0.4999999999999999,0.45,0.625,"(0.5,1]"
5,x34215y42153,-0.29999999999999993,0.6833333333333333,0.32499999999999996,"(-0.001,0.5]"
5,x34215y42315,0.6999999999999998,0.23333333333333334,0.675,"(0.5,1]"
5,x34215y42351,-0.8999999999999998,0.08333333333333333,0.07499999999999996,"(-0.001,0.5]"
5,x34215y42513,0.09999999999999998,0.95,0.32499999999999996,"(-0.001,0.5]"
5,x34215y42531,-0.6999999999999998,0.23333333333333334,0.025000000000000022,"(-0.001,0.5]"
5,x34215y43125,0.7999999999999998,0.13333333333333333,0.75,"(0.5,1]"
5,x34215y43152,-0.3999999999999999,0.5166666666666667,0.30000000000000004,"(-0.001,0.5]"
5,x34215y43215,0.8999999999999998,0.08333333333333333,0.825,"(0.5,1]"
5,x34215y43251,-0.6999999999999998,0.23333333333333334,0.2250000000000001,"(-0.001,0.5]"
5,x34215y43512,0,1,0.30000000000000004,"(-0.001,0.5]"
5,x34215y43521,-0.3999999999999999,0.5166666666666667,0.1499999999999999,"(-0.001,0.5]"
5,x34215y45123,0.5999999999999999,0.35,0.5,"(-0.001,0.5]"
5,x34215y45132,0.19999999999999996,0.7833333333333333,0.3500000000000001,"(-0.001,0.5]"
5,x34215y45213,0.6999999999999998,0.23333333333333334,0.575,"(0.5,1]"
5,x34215y45231,-0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x34215y45312,0.3999999999999999,0.5166666666666667,0.3999999999999999,"(-0.001,0.5]"
5,x34215y45321,0,1,0.25,"(-0.001,0.5]"
5,x34215y51234,0.09999999999999998,0.95,0.375,"(-0.001,0.5]"
5,x34215y51243,-0.29999999999999993,0.6833333333333333,0.2250000000000001,"(-0.001,0.5]"
5,x34215y51324,0.19999999999999996,0.7833333333333333,0.3500000000000001,"(-0.001,0.5]"
5,x34215y51342,-0.5999999999999999,0.35,0.050000000000000044,"(-0.001,0.5]"
5,x34215y51423,-0.09999999999999998,0.95,0.17500000000000004,"(-0.001,0.5]"
5,x34215y51432,-0.4999999999999999,0.45,0.025000000000000022,"(-0.001,0.5]"
5,x34215y52134,0.29999999999999993,0.6833333333333333,0.42500000000000004,"(-0.001,0.5]"
5,x34215y52143,-0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x34215y52314,0.4999999999999999,0.45,0.4750000000000001,"(-0.001,0.5]"
5,x34215y52341,-0.6999999999999998,0.23333333333333334,0.025000000000000022,"(-0.001,0.5]"
5,x34215y52413,0.19999999999999996,0.7833333333333333,0.30000000000000004,"(-0.001,0.5]"
5,x34215y52431,-0.5999999999999999,0.35,0,"(-0.001,0.5]"
5,x34215y53124,0.5999999999999999,0.35,0.55,"(0.5,1]"
5,x34215y53142,-0.19999999999999996,0.7833333333333333,0.25,"(-0.001,0.5]"
5,x34215y53214,0.6999999999999998,0.23333333333333334,0.625,"(0.5,1]"
5,x34215y53241,-0.4999999999999999,0.45,0.17500000000000004,"(-0.001,0.5]"
5,x34215y53412,0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x34215y53421,-0.29999999999999993,0.6833333333333333,0.125,"(-0.001,0.5]"
5,x34215y54123,0.4999999999999999,0.45,0.5249999999999999,"(0.5,1]"
5,x34215y54132,0.09999999999999998,0.95,0.375,"(-0.001,0.5]"
5,x34215y54213,0.5999999999999999,0.35,0.6000000000000001,"(0.5,1]"
5,x34215y54231,-0.19999999999999996,0.7833333333333333,0.30000000000000004,"(-0.001,0.5]"
5,x34215y54312,0.29999999999999993,0.6833333333333333,0.42500000000000004,"(-0.001,0.5]"
5,x34215y54321,-0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x34251y12345,-0.29999999999999993,0.6833333333333333,0.375,"(-0.001,0.5]"
5,x34251y12354,0.09999999999999998,0.95,0.5249999999999999,"(0.5,1]"
5,x34251y12435,-0.5999999999999999,0.35,0.19999999999999996,"(-0.001,0.5]"
5,x34251y12453,0.19999999999999996,0.7833333333333333,0.5,"(-0.001,0.5]"
5,x34251y12534,-0.4999999999999999,0.45,0.17500000000000004,"(-0.001,0.5]"
5,x34251y12543,-0.09999999999999998,0.95,0.32499999999999996,"(-0.001,0.5]"
5,x34251y13245,-0.09999999999999998,0.95,0.5249999999999999,"(0.5,1]"
5,x34251y13254,0.29999999999999993,0.6833333333333333,0.675,"(0.5,1]"
5,x34251y13425,-0.6999999999999998,0.23333333333333334,0.17500000000000004,"(-0.001,0.5]"
5,x34251y13452,0.4999999999999999,0.45,0.625,"(0.5,1]"
5,x34251y13524,-0.5999999999999999,0.35,0.1499999999999999,"(-0.001,0.5]"
5,x34251y13542,0.19999999999999996,0.7833333333333333,0.44999999999999996,"(-0.001,0.5]"
5,x34251y14235,-0.19999999999999996,0.7833333333333333,0.5,"(-0.001,0.5]"
5,x34251y14253,0.5999999999999999,0.35,0.8,"(0.5,1]"
5,x34251y14325,-0.4999999999999999,0.45,0.32499999999999996,"(-0.001,0.5]"
5,x34251y14352,0.6999999999999998,0.23333333333333334,0.7749999999999999,"(0.5,1]"
5,x34251y14523,-0.29999999999999993,0.6833333333333333,0.2749999999999999,"(-0.001,0.5]"
5,x34251y14532,0.09999999999999998,0.95,0.42500000000000004,"(-0.001,0.5]"
5,x34251y15234,0.09999999999999998,0.95,0.42500000000000004,"(-0.001,0.5]"
5,x34251y15243,0.4999999999999999,0.45,0.575,"(0.5,1]"
5,x34251y15324,-0.19999999999999996,0.7833333333333333,0.25,"(-0.001,0.5]"
5,x34251y15342,0.5999999999999999,0.35,0.55,"(0.5,1]"
5,x34251y15423,-0.09999999999999998,0.95,0.2250000000000001,"(-0.001,0.5]"
5,x34251y15432,0.29999999999999993,0.6833333333333333,0.375,"(-0.001,0.5]"
5,x34251y21345,-0.3999999999999999,0.5166666666666667,0.3500000000000001,"(-0.001,0.5]"
5,x34251y21354,0,1,0.5,"(-0.001,0.5]"
5,x34251y21435,-0.6999999999999998,0.23333333333333334,0.17500000000000004,"(-0.001,0.5]"
5,x34251y21453,0.09999999999999998,0.95,0.4750000000000001,"(-0.001,0.5]"
5,x34251y21534,-0.5999999999999999,0.35,0.1499999999999999,"(-0.001,0.5]"
5,x34251y21543,-0.19999999999999996,0.7833333333333333,0.30000000000000004,"(-0.001,0.5]"
5,x34251y23145,0,1,0.55,"(0.5,1]"
5,x34251y23154,0.3999999999999999,0.5166666666666667,0.7,"(0.5,1]"
5,x34251y23415,-0.8999999999999998,0.08333333333333333,0.125,"(-0.001,0.5]"
5,x34251y23451,0.6999999999999998,0.23333333333333334,0.7250000000000001,"(0.5,1]"
5,x34251y23514,-0.7999999999999998,0.13333333333333333,0.09999999999999998,"(-0.001,0.5]"
5,x34251y23541,0.3999999999999999,0.5166666666666667,0.55,"(0.5,1]"
5,x34251y24135,-0.09999999999999998,0.95,0.5249999999999999,"(0.5,1]"
5,x34251y24153,0.6999999999999998,0.23333333333333334,0.825,"(0.5,1]"
5,x34251y24315,-0.6999999999999998,0.23333333333333334,0.2749999999999999,"(-0.001,0.5]"
5,x34251y24351,0.8999999999999998,0.08333333333333333,0.875,"(0.5,1]"
5,x34251y24513,-0.4999999999999999,0.45,0.2250000000000001,"(-0.001,0.5]"
5,x34251y24531,0.29999999999999993,0.6833333333333333,0.5249999999999999,"(0.5,1]"
5,x34251y25134,0.19999999999999996,0.7833333333333333,0.44999999999999996,"(-0.001,0.5]"
5,x34251y25143,0.5999999999999999,0.35,0.6000000000000001,"(0.5,1]"
5,x34251y25314,-0.3999999999999999,0.5166666666666667,0.19999999999999996,"(-0.001,0.5]"
5,x34251y25341,0.7999999999999998,0.13333333333333333,0.6499999999999999,"(0.5,1]"
5,x34251y25413,-0.29999999999999993,0.6833333333333333,0.17500000000000004,"(-0.001,0.5]"
5,x34251y25431,0.4999999999999999,0.45,0.4750000000000001,"(-0.001,0.5]"
5,x34251y31245,-0.29999999999999993,0.6833333333333333,0.4750000000000001,"(-0.001,0.5]"
5,x34251y31254,0.09999999999999998,0.95,0.625,"(0.5,1]"
5,x34251y31425,-0.8999999999999998,0.08333333333333333,0.125,"(-0.001,0.5]"
5,x34251y31452,0.29999999999999993,0.6833333333333333,0.575,"(0.5,1]"
5,x34251y31524,-0.7999999999999998,0.13333333333333333,0.09999999999999998,"(-0.001,0.5]"
5,x34251y31542,0,1,0.3999999999999999,"(-0.001,0.5]"
5,x34251y32145,-0.09999999999999998,0.95,0.5249999999999999,"(0.5,1]"
5,x34251y32154,0.29999999999999993,0.6833333333333333,0.675,"(0.5,1]"
5,x34251y32415,-0.9999999999999998,0.016666666666666666,0.09999999999999998,"(-0.001,0.5]"
5,x34251y32451,0.5999999999999999,0.35,0.7,"(0.5,1]"
5,x34251y32514,-0.8999999999999998,0.08333333333333333,0.07499999999999996,"(-0.001,0.5]"
5,x34251y32541,0.29999999999999993,0.6833333333333333,0.5249999999999999,"(0.5,1]"
5,x34251y34125,-0.29999999999999993,0.6833333333333333,0.4750000000000001,"(-0.001,0.5]"
5,x34251y34152,0.8999999999999998,0.08333333333333333,0.925,"(0.5,1]"
5,x34251y34215,-0.5999999999999999,0.35,0.3999999999999999,"(-0.001,0.5]"
5,x34251y34251,0.9999999999999998,0.016666666666666666,1,"(0.5,1]"
5,x34251y34512,-0.29999999999999993,0.6833333333333333,0.32499999999999996,"(-0.001,0.5]"
5,x34251y34521,0.09999999999999998,0.95,0.4750000000000001,"(-0.001,0.5]"
5,x34251y35124,0,1,0.3999999999999999,"(-0.001,0.5]"
5,x34251y35142,0.7999999999999998,0.13333333333333333,0.7,"(0.5,1]"
5,x34251y35214,-0.29999999999999993,0.6833333333333333,0.32499999999999996,"(-0.001,0.5]"
5,x34251y35241,0.8999999999999998,0.08333333333333333,0.7749999999999999,"(0.5,1]"
5,x34251y35412,-0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x34251y35421,0.29999999999999993,0.6833333333333333,0.42500000000000004,"(-0.001,0.5]"
5,x34251y41235,-0.4999999999999999,0.45,0.2749999999999999,"(-0.001,0.5]"
5,x34251y41253,0.29999999999999993,0.6833333333333333,0.575,"(0.5,1]"
5,x34251y41325,-0.7999999999999998,0.13333333333333333,0.09999999999999998,"(-0.001,0.5]"
5,x34251y41352,0.3999999999999999,0.5166666666666667,0.55,"(0.5,1]"
5,x34251y41523,-0.5999999999999999,0.35,0.050000000000000044,"(-0.001,0.5]"
5,x34251y41532,-0.19999999999999996,0.7833333333333333,0.19999999999999996,"(-0.001,0.5]"
5,x34251y42135,-0.29999999999999993,0.6833333333333333,0.32499999999999996,"(-0.001,0.5]"
5,x34251y42153,0.4999999999999999,0.45,0.625,"(0.5,1]"
5,x34251y42315,-0.8999999999999998,0.08333333333333333,0.07499999999999996,"(-0.001,0.5]"
5,x34251y42351,0.6999999999999998,0.23333333333333334,0.675,"(0.5,1]"
5,x34251y42513,-0.6999999999999998,0.23333333333333334,0.025000000000000022,"(-0.001,0.5]"
5,x34251y42531,0.09999999999999998,0.95,0.32499999999999996,"(-0.001,0.5]"
5,x34251y43125,-0.3999999999999999,0.5166666666666667,0.30000000000000004,"(-0.001,0.5]"
5,x34251y43152,0.7999999999999998,0.13333333333333333,0.75,"(0.5,1]"
5,x34251y43215,-0.6999999999999998,0.23333333333333334,0.2250000000000001,"(-0.001,0.5]"
5,x34251y43251,0.8999999999999998,0.08333333333333333,0.825,"(0.5,1]"
5,x34251y43512,-0.3999999999999999,0.5166666666666667,0.1499999999999999,"(-0.001,0.5]"
5,x34251y43521,0,1,0.30000000000000004,"(-0.001,0.5]"
5,x34251y45123,0.19999999999999996,0.7833333333333333,0.3500000000000001,"(-0.001,0.5]"
5,x34251y45132,0.5999999999999999,0.35,0.5,"(-0.001,0.5]"
5,x34251y45213,-0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x34251y45231,0.6999999999999998,0.23333333333333334,0.575,"(0.5,1]"
5,x34251y45312,0,1,0.25,"(-0.001,0.5]"
5,x34251y45321,0.3999999999999999,0.5166666666666667,0.3999999999999999,"(-0.001,0.5]"
5,x34251y51234,-0.29999999999999993,0.6833333333333333,0.2250000000000001,"(-0.001,0.5]"
5,x34251y51243,0.09999999999999998,0.95,0.375,"(-0.001,0.5]"
5,x34251y51324,-0.5999999999999999,0.35,0.050000000000000044,"(-0.001,0.5]"
5,x34251y51342,0.19999999999999996,0.7833333333333333,0.3500000000000001,"(-0.001,0.5]"
5,x34251y51423,-0.4999999999999999,0.45,0.025000000000000022,"(-0.001,0.5]"
5,x34251y51432,-0.09999999999999998,0.95,0.17500000000000004,"(-0.001,0.5]"
5,x34251y52134,-0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x34251y52143,0.29999999999999993,0.6833333333333333,0.42500000000000004,"(-0.001,0.5]"
5,x34251y52314,-0.6999999999999998,0.23333333333333334,0.025000000000000022,"(-0.001,0.5]"
5,x34251y52341,0.4999999999999999,0.45,0.4750000000000001,"(-0.001,0.5]"
5,x34251y52413,-0.5999999999999999,0.35,0,"(-0.001,0.5]"
5,x34251y52431,0.19999999999999996,0.7833333333333333,0.30000000000000004,"(-0.001,0.5]"
5,x34251y53124,-0.19999999999999996,0.7833333333333333,0.25,"(-0.001,0.5]"
5,x34251y53142,0.5999999999999999,0.35,0.55,"(0.5,1]"
5,x34251y53214,-0.4999999999999999,0.45,0.17500000000000004,"(-0.001,0.5]"
5,x34251y53241,0.6999999999999998,0.23333333333333334,0.625,"(0.5,1]"
5,x34251y53412,-0.29999999999999993,0.6833333333333333,0.125,"(-0.001,0.5]"
5,x34251y53421,0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x34251y54123,0.09999999999999998,0.95,0.375,"(-0.001,0.5]"
5,x34251y54132,0.4999999999999999,0.45,0.5249999999999999,"(0.5,1]"
5,x34251y54213,-0.19999999999999996,0.7833333333333333,0.30000000000000004,"(-0.001,0.5]"
5,x34251y54231,0.5999999999999999,0.35,0.6000000000000001,"(0.5,1]"
5,x34251y54312,-0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x34251y54321,0.29999999999999993,0.6833333333333333,0.42500000000000004,"(-0.001,0.5]"
5,x34512y12345,-0.4999999999999999,0.45,0.17500000000000004,"(-0.001,0.5]"
5,x34512y12354,-0.5999999999999999,0.35,0.19999999999999996,"(-0.001,0.5]"
5,x34512y12435,-0.09999999999999998,0.95,0.32499999999999996,"(-0.001,0.5]"
5,x34512y12453,-0.29999999999999993,0.6833333333333333,0.375,"(-0.001,0.5]"
5,x34512y12534,0.19999999999999996,0.7833333333333333,0.5,"(-0.001,0.5]"
5,x34512y12543,0.09999999999999998,0.95,0.5249999999999999,"(0.5,1]"
5,x34512y13245,-0.5999999999999999,0.35,0.1499999999999999,"(-0.001,0.5]"
